,star rating,title,content rating,genre,duration,actors list,mean rating,duration bool,duration_bool
207,8.1,What Ever Happened to Baby Jane?,APPROVED,Drama,134,"B, e, t, t, e,  , D, a, v, i, s, ,,  , J, o, a, n,  , C, r, a, w, f, o, r, d, ,,  , V, i, c, t, o, r,  , B, u, o, n, o",7.902517985611511,0,0
404,7.9,The Remains of the Day,PG,Drama,134,"A, n, t, h, o, n, y,  , H, o, p, k, i, n, s, ,,  , E, m, m, a,  , T, h, o, m, p, s, o, n, ,,  , J, o, h, n,  , H, a, y, c, r, a, f, t",7.902517985611511,0,0
69,8.4,Princess Mononoke,PG-13,Animation,134,"Y, ô, j, i,  , M, a, t, s, u, d, a, ,,  , Y, u, r, i, k, o,  , I, s, h, i, d, a, ,,  , Y, û, k, o,  , T, a, n, a, k, a",7.914516129032258,0,0
262,8.1,The Hustler,UNRATED,Drama,134,"P, a, u, l,  , N, e, w, m, a, n, ,,  , J, a, c, k, i, e,  , G, l, e, a, s, o, n, ,,  , P, i, p, e, r,  , L, a, u, r, i, e",7.902517985611511,0,0
871,7.5,X2,PG-13,Action,134,"P, a, t, r, i, c, k,  , S, t, e, w, a, r, t, ,,  , H, u, g, h,  , J, a, c, k, m, a, n, ,,  , H, a, l, l, e,  , B, e, r, r, y",7.884558823529411,0,0
447,7.9,Captain Phillips,PG-13,Biography,134,"T, o, m,  , H, a, n, k, s, ,,  , B, a, r, k, h, a, d,  , A, b, d, i, ,,  , B, a, r, k, h, a, d,  , A, b, d, i, r, a, h, m, a, n",7.862337662337662,0,0
201,8.1,12 Years a Slave,R,Biography,134,"C, h, i, w, e, t, e, l,  , E, j, i, o, f, o, r, ,,  , M, i, c, h, a, e, l,  , K, e, n, n, e, t, h,  , W, i, l, l, i, a, m, s, ,,  , M, i, c, h, a, e, l,  , F, a, s, s, b, e, n, d, e, r",7.862337662337662,0,0
325,8.0,Rain Man,R,Drama,133,"D, u, s, t, i, n,  , H, o, f, f, m, a, n, ,,  , T, o, m,  , C, r, u, i, s, e, ,,  , V, a, l, e, r, i, a,  , G, o, l, i, n, o",7.902517985611511,0,0
776,7.6,Moneyball,PG-13,Biography,133,"B, r, a, d,  , P, i, t, t, ,,  , R, o, b, i, n,  , W, r, i, g, h, t, ,,  , J, o, n, a, h,  , H, i, l, l",7.862337662337662,0,0
197,8.1,In the Name of the Father,R,Biography,133,"D, a, n, i, e, l,  , D, a, y, -, L, e, w, i, s, ,,  , P, e, t, e,  , P, o, s, t, l, e, t, h, w, a, i, t, e, ,,  , A, l, i, s, o, n,  , C, r, o, s, b, i, e",7.862337662337662,0,0
603,7.7,A Very Long Engagement,R,Drama,133,"A, u, d, r, e, y,  , T, a, u, t, o, u, ,,  , G, a, s, p, a, r, d,  , U, l, l, i, e, l, ,,  , J, o, d, i, e,  , F, o, s, t, e, r",7.902517985611511,0,0
388,8.0,The Blues Brothers,R,Action,133,"J, o, h, n,  , B, e, l, u, s, h, i, ,,  , D, a, n,  , A, y, k, r, o, y, d, ,,  , C, a, b,  , C, a, l, l, o, w, a, y",7.884558823529411,0,0
16,8.7,One Flew Over the Cuckoo's Nest,R,Drama,133,"J, a, c, k,  , N, i, c, h, o, l, s, o, n, ,,  , L, o, u, i, s, e,  , F, l, e, t, c, h, e, r, ,,  , M, i, c, h, a, e, l,  , B, e, r, r, y, m, a, n",7.902517985611511,0,0
877,7.5,Legends of the Fall,R,Drama,133,"B, r, a, d,  , P, i, t, t, ,,  , A, n, t, h, o, n, y,  , H, o, p, k, i, n, s, ,,  , A, i, d, a, n,  , Q, u, i, n, n",7.902517985611511,0,0
849,7.5,Quiz Show,PG-13,Drama,133,"R, a, l, p, h,  , F, i, e, n, n, e, s, ,,  , J, o, h, n,  , T, u, r, t, u, r, r, o, ,,  , R, o, b,  , M, o, r, r, o, w",7.902517985611511,0,0
923,7.5,Across the Universe,PG-13,Drama,133,"E, v, a, n,  , R, a, c, h, e, l,  , W, o, o, d, ,,  , J, i, m,  , S, t, u, r, g, e, s, s, ,,  , J, o, e,  , A, n, d, e, r, s, o, n",7.902517985611511,0,0
321,8.0,Brazil,R,Sci-Fi,132,"J, o, n, a, t, h, a, n,  , P, r, y, c, e, ,,  , K, i, m,  , G, r, e, i, s, t, ,,  , R, o, b, e, r, t,  , D, e,  , N, i, r, o",7.92,0,0
532,7.8,X-Men: First Class,PG-13,Action,132,"J, a, m, e, s,  , M, c, A, v, o, y, ,,  , M, i, c, h, a, e, l,  , F, a, s, s, b, e, n, d, e, r, ,,  , J, e, n, n, i, f, e, r,  , L, a, w, r, e, n, c, e",7.884558823529411,0,0
944,7.4,Terms of Endearment,R,Comedy,132,"S, h, i, r, l, e, y,  , M, a, c, L, a, i, n, e, ,,  , D, e, b, r, a,  , W, i, n, g, e, r, ,,  , J, a, c, k,  , N, i, c, h, o, l, s, o, n",7.822435897435897,0,0
488,7.8,Star Trek Into Darkness,PG-13,Action,132,"C, h, r, i, s,  , P, i, n, e, ,,  , Z, a, c, h, a, r, y,  , Q, u, i, n, t, o, ,,  , Z, o, e,  , S, a, l, d, a, n, a",7.884558823529411,0,0
152,8.2,V for Vendetta,R,Action,132,"H, u, g, o,  , W, e, a, v, i, n, g, ,,  , N, a, t, a, l, i, e,  , P, o, r, t, m, a, n, ,,  , R, u, p, e, r, t,  , G, r, a, v, e, s",7.884558823529411,0,0
227,8.1,Million Dollar Baby,PG-13,Drama,132,"H, i, l, a, r, y,  , S, w, a, n, k, ,,  , C, l, i, n, t,  , E, a, s, t, w, o, o, d, ,,  , M, o, r, g, a, n,  , F, r, e, e, m, a, n",7.902517985611511,0,0
107,8.3,For a Few Dollars More,APPROVED,Western,132,"C, l, i, n, t,  , E, a, s, t, w, o, o, d, ,,  , L, e, e,  , V, a, n,  , C, l, e, e, f, ,,  , G, i, a, n,  , M, a, r, i, a,  , V, o, l, o, n, t, é",8.255555555555555,0,0
705,7.6,I Am Sam,PG-13,Drama,132,"S, e, a, n,  , P, e, n, n, ,,  , M, i, c, h, e, l, l, e,  , P, f, e, i, f, f, e, r, ,,  , D, a, k, o, t, a,  , F, a, n, n, i, n, g",7.902517985611511,0,0
217,8.1,Memories of Murder,UNRATED,Crime,132,"K, a, n, g, -, h, o,  , S, o, n, g, ,,  , S, a, n, g, -, k, y, u, n, g,  , K, i, m, ,,  , R, o, e, -, h, a,  , K, i, m",7.916935483870968,0,0
645,7.7,Sense and Sensibility,PG,Drama,131,"E, m, m, a,  , T, h, o, m, p, s, o, n, ,,  , K, a, t, e,  , W, i, n, s, l, e, t, ,,  , J, a, m, e, s,  , F, l, e, e, t",7.902517985611511,0,0
760,7.6,Enemy at the Gates,R,Drama,131,"J, u, d, e,  , L, a, w, ,,  , E, d,  , H, a, r, r, i, s, ,,  , J, o, s, e, p, h,  , F, i, e, n, n, e, s",7.902517985611511,0,0
474,7.8,The Best Offer,R,Crime,131,"G, e, o, f, f, r, e, y,  , R, u, s, h, ,,  , J, i, m,  , S, t, u, r, g, e, s, s, ,,  , S, y, l, v, i, a,  , H, o, e, k, s",7.916935483870968,0,0
138,8.3,Die Hard,R,Action,131,"B, r, u, c, e,  , W, i, l, l, i, s, ,,  , A, l, a, n,  , R, i, c, k, m, a, n, ,,  , B, o, n, n, i, e,  , B, e, d, e, l, i, a",7.884558823529411,0,0
219,8.1,Who's Afraid of Virginia Woolf?,TV-MA,Drama,131,"E, l, i, z, a, b, e, t, h,  , T, a, y, l, o, r, ,,  , R, i, c, h, a, r, d,  , B, u, r, t, o, n, ,,  , G, e, o, r, g, e,  , S, e, g, a, l",7.902517985611511,0,0
140,8.3,The Wages of Fear,NOT RATED,Adventure,131,"Y, v, e, s,  , M, o, n, t, a, n, d, ,,  , C, h, a, r, l, e, s,  , V, a, n, e, l, ,,  , P, e, t, e, r,  , v, a, n,  , E, y, c, k",7.933333333333334,0,0
248,8.1,X-Men: Days of Future Past,PG-13,Action,131,"P, a, t, r, i, c, k,  , S, t, e, w, a, r, t, ,,  , I, a, n,  , M, c, K, e, l, l, e, n, ,,  , H, u, g, h,  , J, a, c, k, m, a, n",7.884558823529411,0,0
777,7.6,The Book Thief,PG-13,Drama,131,"S, o, p, h, i, e,  , N, é, l, i, s, s, e, ,,  , G, e, o, f, f, r, e, y,  , R, u, s, h, ,,  , E, m, i, l, y,  , W, a, t, s, o, n",7.902517985611511,0,0
591,7.7,The Count of Monte Cristo,PG-13,Action,131,"J, i, m,  , C, a, v, i, e, z, e, l, ,,  , G, u, y,  , P, e, a, r, c, e, ,,  , R, i, c, h, a, r, d,  , H, a, r, r, i, s",7.884558823529411,0,0
778,7.6,Die Hard: With a Vengeance,R,Action,131,"B, r, u, c, e,  , W, i, l, l, i, s, ,,  , J, e, r, e, m, y,  , I, r, o, n, s, ,,  , S, a, m, u, e, l,  , L, .,  , J, a, c, k, s, o, n",7.884558823529411,0,0
802,7.6,Tell No One,UNRATED,Crime,131,"F, r, a, n, ç, o, i, s,  , C, l, u, z, e, t, ,,  , M, a, r, i, e, -, J, o, s, é, e,  , C, r, o, z, e, ,,  , A, n, d, r, é,  , D, u, s, s, o, l, l, i, e, r",7.916935483870968,0,0
739,7.6,The Hurt Locker,R,Drama,131,"J, e, r, e, m, y,  , R, e, n, n, e, r, ,,  , A, n, t, h, o, n, y,  , M, a, c, k, i, e, ,,  , B, r, i, a, n,  , G, e, r, a, g, h, t, y",7.902517985611511,0,0
119,8.3,Unforgiven,R,Western,131,"C, l, i, n, t,  , E, a, s, t, w, o, o, d, ,,  , G, e, n, e,  , H, a, c, k, m, a, n, ,,  , M, o, r, g, a, n,  , F, r, e, e, m, a, n",8.255555555555555,0,0
304,8.0,Being There,PG,Comedy,130,"P, e, t, e, r,  , S, e, l, l, e, r, s, ,,  , S, h, i, r, l, e, y,  , M, a, c, L, a, i, n, e, ,,  , M, e, l, v, y, n,  , D, o, u, g, l, a, s",7.822435897435897,0,0
623,7.7,Dawn of the Planet of the Apes,PG-13,Action,130,"G, a, r, y,  , O, l, d, m, a, n, ,,  , K, e, r, i,  , R, u, s, s, e, l, l, ,,  , A, n, d, y,  , S, e, r, k, i, s",7.884558823529411,0,0
21,8.7,City of God,R,Crime,130,"A, l, e, x, a, n, d, r, e,  , R, o, d, r, i, g, u, e, s, ,,  , M, a, t, h, e, u, s,  , N, a, c, h, t, e, r, g, a, e, l, e, ,,  , L, e, a, n, d, r, o,  , F, i, r, m, i, n, o",7.916935483870968,0,0
469,7.8,Tombstone,R,Action,130,"K, u, r, t,  , R, u, s, s, e, l, l, ,,  , V, a, l,  , K, i, l, m, e, r, ,,  , S, a, m,  , E, l, l, i, o, t, t",7.884558823529411,0,0
22,8.7,It's a Wonderful Life,APPROVED,Drama,130,"J, a, m, e, s,  , S, t, e, w, a, r, t, ,,  , D, o, n, n, a,  , R, e, e, d, ,,  , L, i, o, n, e, l,  , B, a, r, r, y, m, o, r, e",7.902517985611511,0,0
53,8.5,The Prestige,PG-13,Drama,130,"C, h, r, i, s, t, i, a, n,  , B, a, l, e, ,,  , H, u, g, h,  , J, a, c, k, m, a, n, ,,  , S, c, a, r, l, e, t, t,  , J, o, h, a, n, s, s, o, n",7.902517985611511,0,0
893,7.5,In the Bedroom,R,Crime,130,"T, o, m,  , W, i, l, k, i, n, s, o, n, ,,  , S, i, s, s, y,  , S, p, a, c, e, k, ,,  , N, i, c, k,  , S, t, a, h, l",7.916935483870968,0,0
561,7.8,Serpico,R,Biography,130,"A, l,  , P, a, c, i, n, o, ,,  , J, o, h, n,  , R, a, n, d, o, l, p, h, ,,  , J, a, c, k,  , K, e, h, o, e",7.862337662337662,0,0
556,7.8,The Name of the Rose,R,Crime,130,"S, e, a, n,  , C, o, n, n, e, r, y, ,,  , C, h, r, i, s, t, i, a, n,  , S, l, a, t, e, r, ,,  , H, e, l, m, u, t,  , Q, u, a, l, t, i, n, g, e, r",7.916935483870968,0,0
833,7.5,The Life of David Gale,R,Crime,130,"K, e, v, i, n,  , S, p, a, c, e, y, ,,  , K, a, t, e,  , W, i, n, s, l, e, t, ,,  , L, a, u, r, a,  , L, i, n, n, e, y",7.916935483870968,0,0
211,8.1,Departures,PG-13,Drama,130,"M, a, s, a, h, i, r, o,  , M, o, t, o, k, i, ,,  , R, y, ô, k, o,  , H, i, r, o, s, u, e, ,,  , T, s, u, t, o, m, u,  , Y, a, m, a, z, a, k, i",7.902517985611511,0,0
130,8.3,Chinatown,R,Drama,130,"J, a, c, k,  , N, i, c, h, o, l, s, o, n, ,,  , F, a, y, e,  , D, u, n, a, w, a, y, ,,  , J, o, h, n,  , H, u, s, t, o, n",7.902517985611511,0,0
149,8.2,Rebecca,NOT RATED,Mystery,130,"L, a, u, r, e, n, c, e,  , O, l, i, v, i, e, r, ,,  , J, o, a, n,  , F, o, n, t, a, i, n, e, ,,  , G, e, o, r, g, e,  , S, a, n, d, e, r, s",7.975,0,0
539,7.8,The Fugitive,PG-13,Action,130,"H, a, r, r, i, s, o, n,  , F, o, r, d, ,,  , T, o, m, m, y,  , L, e, e,  , J, o, n, e, s, ,,  , S, e, l, a,  , W, a, r, d",7.884558823529411,0,0
222,8.1,Harry Potter and the Deathly Hallows: Part 2,PG-13,Adventure,130,"D, a, n, i, e, l,  , R, a, d, c, l, i, f, f, e, ,,  , E, m, m, a,  , W, a, t, s, o, n, ,,  , R, u, p, e, r, t,  , G, r, i, n, t",7.933333333333334,0,0
922,7.5,Mud,PG-13,Drama,130,"M, a, t, t, h, e, w,  , M, c, C, o, n, a, u, g, h, e, y, ,,  , T, y, e,  , S, h, e, r, i, d, a, n, ,,  , J, a, c, o, b,  , L, o, f, l, a, n, d",7.902517985611511,0,0
706,7.6,Fried Green Tomatoes,PG-13,Drama,130,"K, a, t, h, y,  , B, a, t, e, s, ,,  , J, e, s, s, i, c, a,  , T, a, n, d, y, ,,  , M, a, r, y,  , S, t, u, a, r, t,  , M, a, s, t, e, r, s, o, n",7.902517985611511,0,0
428,7.9,Le passe,PG-13,Drama,130,"B, é, r, é, n, i, c, e,  , B, e, j, o, ,,  , T, a, h, a, r,  , R, a, h, i, m, ,,  , A, l, i,  , M, o, s, a, f, f, a",7.902517985611511,0,0
141,8.3,The Secret in Their Eyes,R,Drama,129,"R, i, c, a, r, d, o,  , D, a, r, í, n, ,,  , S, o, l, e, d, a, d,  , V, i, l, l, a, m, i, l, ,,  , P, a, b, l, o,  , R, a, g, o",7.902517985611511,0,0
910,7.5,2046,R,Drama,129,"T, o, n, y,  , C, h, i, u,  , W, a, i,  , L, e, u, n, g, ,,  , Z, i, y, i,  , Z, h, a, n, g, ,,  , F, a, y, e,  , W, o, n, g",7.902517985611511,0,0
194,8.1,Kingsman: The Secret Service,R,Action,129,"C, o, l, i, n,  , F, i, r, t, h, ,,  , T, a, r, o, n,  , E, g, e, r, t, o, n, ,,  , S, a, m, u, e, l,  , L, .,  , J, a, c, k, s, o, n",7.884558823529411,0,0
420,7.9,The Man Who Would Be King,PG,Action,129,"S, e, a, n,  , C, o, n, n, e, r, y, ,,  , M, i, c, h, a, e, l,  , C, a, i, n, e, ,,  , C, h, r, i, s, t, o, p, h, e, r,  , P, l, u, m, m, e, r",7.884558823529411,0,0
697,7.7,Inside Man,R,Crime,129,"D, e, n, z, e, l,  , W, a, s, h, i, n, g, t, o, n, ,,  , C, l, i, v, e,  , O, w, e, n, ,,  , J, o, d, i, e,  , F, o, s, t, e, r",7.916935483870968,0,0
188,8.2,The Grapes of Wrath,NOT RATED,Drama,129,"H, e, n, r, y,  , F, o, n, d, a, ,,  , J, a, n, e,  , D, a, r, w, e, l, l, ,,  , J, o, h, n,  , C, a, r, r, a, d, i, n, e",7.902517985611511,0,0
858,7.5,Sherlock Holmes: A Game of Shadows,PG-13,Action,129,"R, o, b, e, r, t,  , D, o, w, n, e, y,  , J, r, ., ,,  , J, u, d, e,  , L, a, w, ,,  , J, a, r, e, d,  , H, a, r, r, i, s",7.884558823529411,0,0
525,7.8,Pride & Prejudice,PG,Drama,129,"K, e, i, r, a,  , K, n, i, g, h, t, l, e, y, ,,  , M, a, t, t, h, e, w,  , M, a, c, f, a, d, y, e, n, ,,  , B, r, e, n, d, a,  , B, l, e, t, h, y, n",7.902517985611511,0,0
116,8.3,Mr. Smith Goes to Washington,NOT RATED,Drama,129,"J, a, m, e, s,  , S, t, e, w, a, r, t, ,,  , J, e, a, n,  , A, r, t, h, u, r, ,,  , C, l, a, u, d, e,  , R, a, i, n, s",7.902517985611511,0,0
97,8.4,The Sting,PG,Comedy,129,"P, a, u, l,  , N, e, w, m, a, n, ,,  , R, o, b, e, r, t,  , R, e, d, f, o, r, d, ,,  , R, o, b, e, r, t,  , S, h, a, w",7.822435897435897,0,0
616,7.7,Sympathy for Mr. Vengeance,R,Crime,129,"K, a, n, g, -, h, o,  , S, o, n, g, ,,  , H, a, -, k, y, u, n,  , S, h, i, n, ,,  , D, o, o, n, a,  , B, a, e",7.916935483870968,0,0
648,7.7,Primal Fear,R,Crime,129,"R, i, c, h, a, r, d,  , G, e, r, e, ,,  , L, a, u, r, a,  , L, i, n, n, e, y, ,,  , E, d, w, a, r, d,  , N, o, r, t, o, n",7.916935483870968,0,0
879,7.5,The Constant Gardener,R,Drama,129,"R, a, l, p, h,  , F, i, e, n, n, e, s, ,,  , R, a, c, h, e, l,  , W, e, i, s, z, ,,  , H, u, b, e, r, t,  , K, o, u, n, d, é",7.902517985611511,0,0
627,7.7,The Blind Side,PG-13,Biography,129,"Q, u, i, n, t, o, n,  , A, a, r, o, n, ,,  , S, a, n, d, r, a,  , B, u, l, l, o, c, k, ,,  , T, i, m,  , M, c, G, r, a, w",7.862337662337662,0,0
264,8.1,Twelve Monkeys,R,Mystery,129,"B, r, u, c, e,  , W, i, l, l, i, s, ,,  , M, a, d, e, l, e, i, n, e,  , S, t, o, w, e, ,,  , B, r, a, d,  , P, i, t, t",7.975,0,0
527,7.8,Night on Earth,R,Comedy,129,"W, i, n, o, n, a,  , R, y, d, e, r, ,,  , G, e, n, a,  , R, o, w, l, a, n, d, s, ,,  , L, i, s, a, n, n, e,  , F, a, l, k",7.822435897435897,0,0
124,8.3,Raging Bull,R,Biography,129,"R, o, b, e, r, t,  , D, e,  , N, i, r, o, ,,  , C, a, t, h, y,  , M, o, r, i, a, r, t, y, ,,  , J, o, e,  , P, e, s, c, i",7.862337662337662,0,0
83,8.4,To Kill a Mockingbird,NOT RATED,Drama,129,"G, r, e, g, o, r, y,  , P, e, c, k, ,,  , J, o, h, n,  , M, e, g, n, a, ,,  , F, r, a, n, k,  , O, v, e, r, t, o, n",7.902517985611511,0,0
558,7.8,The Game,R,Drama,129,"M, i, c, h, a, e, l,  , D, o, u, g, l, a, s, ,,  , D, e, b, o, r, a, h,  , K, a, r, a,  , U, n, g, e, r, ,,  , S, e, a, n,  , P, e, n, n",7.902517985611511,0,0
756,7.6,Selma,PG-13,Biography,128,"D, a, v, i, d,  , O, y, e, l, o, w, o, ,,  , C, a, r, m, e, n,  , E, j, o, g, o, ,,  , T, i, m,  , R, o, t, h",7.862337662337662,0,0
409,7.9,Hard Boiled,R,Action,128,"Y, u, n, -, F, a, t,  , C, h, o, w, ,,  , T, o, n, y,  , C, h, i, u,  , W, a, i,  , L, e, u, n, g, ,,  , T, e, r, e, s, a,  , M, o",7.884558823529411,0,0
824,7.5,42,PG-13,Biography,128,"C, h, a, d, w, i, c, k,  , B, o, s, e, m, a, n, ,,  , T, ., R, .,  , K, n, i, g, h, t, ,,  , H, a, r, r, i, s, o, n,  , F, o, r, d",7.862337662337662,0,0
270,8.1,Wings of Desire,PG-13,Drama,128,"B, r, u, n, o,  , G, a, n, z, ,,  , S, o, l, v, e, i, g,  , D, o, m, m, a, r, t, i, n, ,,  , O, t, t, o,  , S, a, n, d, e, r",7.902517985611511,0,0
936,7.4,True Grit,,Adventure,128,"J, o, h, n,  , W, a, y, n, e, ,,  , K, i, m,  , D, a, r, b, y, ,,  , G, l, e, n,  , C, a, m, p, b, e, l, l",7.933333333333334,0,0
838,7.5,The Class,PG-13,Drama,128,"F, r, a, n, ç, o, i, s,  , B, é, g, a, u, d, e, a, u, ,,  , A, g, a, m, e,  , M, a, l, e, m, b, o, -, E, m, e, n, e, ,,  , A, n, g, é, l, i, c, a,  , S, a, n, c, i, o",7.902517985611511,0,0
76,8.4,Vertigo,APPROVED,Mystery,128,"J, a, m, e, s,  , S, t, e, w, a, r, t, ,,  , K, i, m,  , N, o, v, a, k, ,,  , B, a, r, b, a, r, a,  , B, e, l,  , G, e, d, d, e, s",7.975,0,0
493,7.8,Mississippi Burning,R,Crime,128,"G, e, n, e,  , H, a, c, k, m, a, n, ,,  , W, i, l, l, e, m,  , D, a, f, o, e, ,,  , F, r, a, n, c, e, s,  , M, c, D, o, r, m, a, n, d",7.916935483870968,0,0
491,7.8,The Magnificent Seven,NOT RATED,Action,128,"Y, u, l,  , B, r, y, n, n, e, r, ,,  , S, t, e, v, e,  , M, c, Q, u, e, e, n, ,,  , C, h, a, r, l, e, s,  , B, r, o, n, s, o, n",7.884558823529411,0,0
726,7.6,Sherlock Holmes,PG-13,Action,128,"R, o, b, e, r, t,  , D, o, w, n, e, y,  , J, r, ., ,,  , J, u, d, e,  , L, a, w, ,,  , R, a, c, h, e, l,  , M, c, A, d, a, m, s",7.884558823529411,0,0
342,8.0,Dead Poets Society,PG,Drama,128,"R, o, b, i, n,  , W, i, l, l, i, a, m, s, ,,  , R, o, b, e, r, t,  , S, e, a, n,  , L, e, o, n, a, r, d, ,,  , E, t, h, a, n,  , H, a, w, k, e",7.902517985611511,0,0
905,7.5,Dracula,R,Horror,128,"G, a, r, y,  , O, l, d, m, a, n, ,,  , W, i, n, o, n, a,  , R, y, d, e, r, ,,  , A, n, t, h, o, n, y,  , H, o, p, k, i, n, s",7.806896551724138,0,0
718,7.6,The Kite Runner,PG-13,Drama,128,"K, h, a, l, i, d,  , A, b, d, a, l, l, a, ,,  , A, h, m, a, d,  , K, h, a, n,  , M, a, h, m, o, o, d, z, a, d, a, ,,  , A, t, o, s, s, a,  , L, e, o, n, i",7.902517985611511,0,0
700,7.6,Milk,R,Biography,128,"S, e, a, n,  , P, e, n, n, ,,  , J, o, s, h,  , B, r, o, l, i, n, ,,  , E, m, i, l, e,  , H, i, r, s, c, h",7.862337662337662,0,0
560,7.8,Donnie Brasco,R,Biography,127,"A, l,  , P, a, c, i, n, o, ,,  , J, o, h, n, n, y,  , D, e, p, p, ,,  , M, i, c, h, a, e, l,  , M, a, d, s, e, n",7.862337662337662,0,0
336,8.0,Life of Pi,PG,Adventure,127,"S, u, r, a, j,  , S, h, a, r, m, a, ,,  , I, r, r, f, a, n,  , K, h, a, n, ,,  , A, d, i, l,  , H, u, s, s, a, i, n",7.933333333333334,0,0
605,7.7,Stardust,PG-13,Adventure,127,"C, h, a, r, l, i, e,  , C, o, x, ,,  , C, l, a, i, r, e,  , D, a, n, e, s, ,,  , S, i, e, n, n, a,  , M, i, l, l, e, r",7.933333333333334,0,0
118,8.3,Indiana Jones and the Last Crusade,PG-13,Action,127,"H, a, r, r, i, s, o, n,  , F, o, r, d, ,,  , S, e, a, n,  , C, o, n, n, e, r, y, ,,  , A, l, i, s, o, n,  , D, o, o, d, y",7.884558823529411,0,0
24,8.7,Se7en,R,Drama,127,"M, o, r, g, a, n,  , F, r, e, e, m, a, n, ,,  , B, r, a, d,  , P, i, t, t, ,,  , K, e, v, i, n,  , S, p, a, c, e, y",7.902517985611511,0,0
418,7.9,Ed Wood,R,Biography,127,"J, o, h, n, n, y,  , D, e, p, p, ,,  , M, a, r, t, i, n,  , L, a, n, d, a, u, ,,  , S, a, r, a, h,  , J, e, s, s, i, c, a,  , P, a, r, k, e, r",7.862337662337662,0,0
679,7.7,Moulin Rouge!,PG-13,Drama,127,"N, i, c, o, l, e,  , K, i, d, m, a, n, ,,  , E, w, a, n,  , M, c, G, r, e, g, o, r, ,,  , J, o, h, n,  , L, e, g, u, i, z, a, m, o",7.902517985611511,0,0
189,8.2,"Black Cat, White Cat",R,Comedy,127,"B, a, j, r, a, m,  , S, e, v, e, r, d, z, a, n, ,,  , S, r, d, j, a, n,  , T, o, d, o, r, o, v, i, c, ,,  , B, r, a, n, k, a,  , K, a, t, i, c",7.822435897435897,0,0
317,8.0,Dawn of the Dead,UNRATED,Horror,127,"D, a, v, i, d,  , E, m, g, e, ,,  , K, e, n,  , F, o, r, e, e, ,,  , S, c, o, t, t,  , H, .,  , R, e, i, n, i, g, e, r",7.806896551724138,0,0
299,8.0,Jurassic Park,PG-13,Adventure,127,"S, a, m,  , N, e, i, l, l, ,,  , L, a, u, r, a,  , D, e, r, n, ,,  , J, e, f, f,  , G, o, l, d, b, l, u, m",7.933333333333334,0,0
460,7.9,The World's Fastest Indian,PG-13,Biography,127,"A, n, t, h, o, n, y,  , H, o, p, k, i, n, s, ,,  , D, i, a, n, e,  , L, a, d, d, ,,  , I, a, i, n,  , R, e, a",7.862337662337662,0,0
312,8.0,Star Trek,PG-13,Action,127,"C, h, r, i, s,  , P, i, n, e, ,,  , Z, a, c, h, a, r, y,  , Q, u, i, n, t, o, ,,  , S, i, m, o, n,  , P, e, g, g",7.884558823529411,0,0
827,7.5,The Wind That Shakes the Barley,NOT RATED,Drama,127,"C, i, l, l, i, a, n,  , M, u, r, p, h, y, ,,  , P, a, d, r, a, i, c,  , D, e, l, a, n, e, y, ,,  , L, i, a, m,  , C, u, n, n, i, n, g, h, a, m",7.902517985611511,0,0
477,7.8,Amour,PG-13,Drama,127,"J, e, a, n, -, L, o, u, i, s,  , T, r, i, n, t, i, g, n, a, n, t, ,,  , E, m, m, a, n, u, e, l, l, e,  , R, i, v, a, ,,  , I, s, a, b, e, l, l, e,  , H, u, p, p, e, r, t",7.902517985611511,0,0
780,7.6,Midnight Run,R,Action,126,"R, o, b, e, r, t,  , D, e,  , N, i, r, o, ,,  , C, h, a, r, l, e, s,  , G, r, o, d, i, n, ,,  , Y, a, p, h, e, t,  , K, o, t, t, o",7.884558823529411,0,0
479,7.8,The Motorcycle Diaries,R,Adventure,126,"G, a, e, l,  , G, a, r, c, í, a,  , B, e, r, n, a, l, ,,  , R, o, d, r, i, g, o,  , D, e,  , l, a,  , S, e, r, n, a, ,,  , M, í, a,  , M, a, e, s, t, r, o",7.933333333333334,0,0
973,7.4,The Cider House Rules,PG-13,Drama,126,"T, o, b, e, y,  , M, a, g, u, i, r, e, ,,  , C, h, a, r, l, i, z, e,  , T, h, e, r, o, n, ,,  , M, i, c, h, a, e, l,  , C, a, i, n, e",7.902517985611511,0,0
699,7.6,The Fifth Element,PG-13,Action,126,"B, r, u, c, e,  , W, i, l, l, i, s, ,,  , M, i, l, l, a,  , J, o, v, o, v, i, c, h, ,,  , G, a, r, y,  , O, l, d, m, a, n",7.884558823529411,0,0
791,7.6,Sideways,R,Comedy,126,"P, a, u, l,  , G, i, a, m, a, t, t, i, ,,  , T, h, o, m, a, s,  , H, a, d, e, n,  , C, h, u, r, c, h, ,,  , V, i, r, g, i, n, i, a,  , M, a, d, s, e, n",7.822435897435897,0,0
434,7.9,Iron Man,PG-13,Action,126,"R, o, b, e, r, t,  , D, o, w, n, e, y,  , J, r, ., ,,  , G, w, y, n, e, t, h,  , P, a, l, t, r, o, w, ,,  , T, e, r, r, e, n, c, e,  , H, o, w, a, r, d",7.884558823529411,0,0
721,7.6,House of Sand and Fog,R,Drama,126,"J, e, n, n, i, f, e, r,  , C, o, n, n, e, l, l, y, ,,  , B, e, n,  , K, i, n, g, s, l, e, y, ,,  , R, o, n,  , E, l, d, a, r, d",7.902517985611511,0,0
